event_id,country_name,iso_code,admin_division,disease_name,disease_subtype,disease_group,causal_agent_type,species_name,is_wild,epi_unit_type,is_domestic,is_aquatic,latitude,longitude,location_approx,event_started_on,event_confirmed_on,event_ended_on,outbreak_start_date,outbreak_end_date,last_occurrence,reported_on,susceptible,cases,deaths,killed,slaughtered,vaccinated,intervention_quarantine_applied,intervention_movement_control_applied,intervention_stamping_out_applied,intervention_disinfection_applied,intervention_surveillance_applied,intervention_screening_applied,intervention_disposal_applied,intervention_vaccination_applied,intervention_zoning_applied,intervention_vector_control_applied,intervention_wildlife_control_applied,intervention_traceability_applied,intervention_treatment_applied,intervention_slaughter_applied,intervention_count,lab_test_performed,diagnostic_method_types,event_status,reason_type
5779,"Cayman Islands","CYM","North Side","Varroa spp. (Inf. of honey bees with) (Varroosis) ",null,"Apidae","Parasite","Apidae (unidentified)",1,"Apiary",0,0,19.2728,-81.2588,1,"2024-06-26T00:00:00.000+00:00","2024-08-02T00:00:00.000+00:00","2025-10-09T00:00:00.000+00:00","2024-06-26T00:00:00.000+00:00","2025-09-30T00:00:00.000+00:00","2004-12-31T00:00:00.000+00:00","2025-10-09T16:25:50.427+00:00",30,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,6,1,"Clinical|Diagnostic test","Stable","Recurrence of an eradicated disease"
5781,"Portugal","PRT","Ota","Equine arteritis virus (Inf. with)",null,"Equidae","Virus","Equidae",0,"Farm",1,0,39.10463,-8.959693,0,"2024-07-01T00:00:00.000+00:00","2024-07-10T00:00:00.000+00:00","2024-09-10T00:00:00.000+00:00","2024-07-01T00:00:00.000+00:00","2024-09-10T00:00:00.000+00:00",null,"2024-10-28T21:56:36.893+00:00",216,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3,1,"Diagnostic test","Resolved","First occurrence in a zone or a compartment"
5782,"Argentina","ARG","Argentinian Exclusive Economic Zone","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1","Aves","Virus","Birds",0,"Body of water",0,0,-43.065,-64.4597,0,"2023-07-26T00:00:00.000+00:00","2023-07-28T00:00:00.000+00:00","2024-01-24T00:00:00.000+00:00","2023-10-19T00:00:00.000+00:00","2023-11-16T00:00:00.000+00:00","2023-08-06T00:00:00.000+00:00","2024-08-06T15:03:20.899+00:00",814,513,513,301,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,7,1,"Diagnostic test|Necropsy","Resolved","Recurrence of an eradicated disease"
5784,"Bhutan","BTN","Lamgong","African swine fever virus (Inf. with) ",null,"Suidae","Virus","Swine",0,"Backyard",0,0,27.443911,89.375403,0,"2024-07-16T00:00:00.000+00:00","2024-07-17T00:00:00.000+00:00","2024-09-03T00:00:00.000+00:00","2024-07-16T00:00:00.000+00:00","2024-09-03T00:00:00.000+00:00",null,"2024-09-03T03:50:36.844+00:00",2,2,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,9,1,"Clinical|Diagnostic test","Resolved","First occurrence in a zone or a compartment"
5785,"Armenia","ARM","Erevan","Rabies virus (Inf. with) ",null,"Multiple species","Virus","Eastern european hedgehog",1,"Backyard",0,0,40.1227,44.5029,1,"2024-07-23T00:00:00.000+00:00","2024-07-25T00:00:00.000+00:00","2024-07-25T00:00:00.000+00:00","2024-07-23T00:00:00.000+00:00","2024-07-25T00:00:00.000+00:00","2024-06-22T00:00:00.000+00:00","2024-07-26T07:25:29.703+00:00",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Diagnostic test","Resolved","Recurrence of an eradicated disease"
5786,"Armenia","ARM","Shirak","Rabies virus (Inf. with) ",null,"Multiple species","Virus","Dogs",0,"Backyard",0,0,40.7803,43.8814,1,"2024-07-23T00:00:00.000+00:00","2024-07-25T00:00:00.000+00:00","2024-07-25T00:00:00.000+00:00","2024-07-23T00:00:00.000+00:00","2024-07-25T00:00:00.000+00:00","2024-06-22T00:00:00.000+00:00","2024-07-26T07:31:34.925+00:00",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Diagnostic test","Resolved","Recurrence of an eradicated disease"
5787,"Germany","DEU","Bad Liebenwerda","Brucella suis (Inf. with)",null,"Multiple species","Bacterium","Sheep",0,"Backyard",0,0,51.54,13.46,1,"2024-06-03T00:00:00.000+00:00","2024-06-19T00:00:00.000+00:00","2024-11-11T00:00:00.000+00:00","2024-07-08T00:00:00.000+00:00","2024-11-11T00:00:00.000+00:00","2021-12-31T00:00:00.000+00:00","2024-11-11T08:21:55.942+00:00",11,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,"Diagnostic test","Resolved","Recurrence of an eradicated disease"
5789,"Portugal","PRT","Faro (Sé)","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1","Aves","Virus","Audouin's gull",1,"Not applicable",0,0,36.967111,-7.905111,1,"2024-07-23T00:00:00.000+00:00","2024-07-26T00:00:00.000+00:00","2024-07-26T00:00:00.000+00:00","2024-07-23T00:00:00.000+00:00","2024-07-26T00:00:00.000+00:00","2022-04-16T00:00:00.000+00:00","2024-07-29T17:49:07.550+00:00",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Clinical|Diagnostic test","Resolved","Recurrence of an eradicated disease"
5790,"Germany","DEU","Berlin","West Nile Fever ",null,"Multiple species","Virus","Accipitridae (unidentified)",1,"Not applicable",0,0,52.49,13.38,1,"2024-07-19T00:00:00.000+00:00","2024-07-23T00:00:00.000+00:00","2024-10-29T00:00:00.000+00:00","2024-09-06T00:00:00.000+00:00","2024-10-15T00:00:00.000+00:00","2023-11-06T00:00:00.000+00:00","2024-11-11T14:57:45.804+00:00",0,18,11,7,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,6,3,"Diagnostic test","Resolved","Recurrence of an eradicated disease"
5791,"Austria","AUT","Siegendorf","West Nile Fever ",null,"Multiple species","Virus","Northern Goshawk",1,"Farm",0,0,47.78,16.54,0,"2024-07-24T00:00:00.000+00:00","2024-07-30T00:00:00.000+00:00","2024-11-25T00:00:00.000+00:00","2024-11-12T00:00:00.000+00:00","2024-11-25T00:00:00.000+00:00","2023-10-09T00:00:00.000+00:00","2025-01-02T11:58:47.627+00:00",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Diagnostic test","Resolved","Recurrence of an eradicated disease"
5792,"Melilla","MEL","Melilla","Rabies virus (Inf. with) ","RABV","Multiple species","Virus","Cats",0,"Other",0,0,35.2853,-2.9419,1,"2024-07-24T00:00:00.000+00:00","2024-07-26T00:00:00.000+00:00","2024-07-26T00:00:00.000+00:00","2024-07-24T00:00:00.000+00:00","2024-07-26T00:00:00.000+00:00","2024-04-01T00:00:00.000+00:00","2024-07-31T10:35:28.984+00:00",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,"Diagnostic test","Resolved","Recurrence of an eradicated disease"
5793,"Luxembourg","LUX","Wincrange","Bluetongue virus (Inf. with) ","3","Multiple species","Virus","Cattle",0,"Farm",0,0,50.0962,5.9706,1,"2024-08-02T00:00:00.000+00:00","2024-08-02T00:00:00.000+00:00","2024-08-19T00:00:00.000+00:00","2024-08-02T00:00:00.000+00:00",null,null,"2024-08-19T12:29:43.988+00:00",582,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3,1,"Diagnostic test","Stable","New strain in the country"
5794,"Portugal","PRT","Albufeira","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1","Aves","Virus","Audouin's gull",1,"Not applicable",0,0,37.088595,-8.252833,0,"2024-07-29T00:00:00.000+00:00","2024-08-01T00:00:00.000+00:00","2024-08-01T00:00:00.000+00:00","2024-07-29T00:00:00.000+00:00","2024-08-01T00:00:00.000+00:00","2024-07-26T00:00:00.000+00:00","2024-08-03T01:09:51.764+00:00",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Clinical|Diagnostic test","Resolved","Recurrence of an eradicated disease"
5795,"Portugal","PRT","Gafanha Da Nazaré","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1","Aves","Virus","Yellow-legged Gull",1,"Not applicable",0,0,40.636043,-8.727829,1,"2024-07-25T00:00:00.000+00:00","2024-08-02T00:00:00.000+00:00","2024-08-02T00:00:00.000+00:00","2024-07-25T00:00:00.000+00:00","2024-08-02T00:00:00.000+00:00","2023-06-11T00:00:00.000+00:00","2024-08-05T12:27:47.107+00:00",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Diagnostic test|Clinical","Resolved","Recurrence of an eradicated disease"
5796,"Portugal","PRT","Praia De Mira","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1","Aves","Virus","Lesser Black-backed Gull",1,"Not applicable",0,0,40.455518,-8.803326,1,"2024-07-29T00:00:00.000+00:00","2024-08-02T00:00:00.000+00:00","2024-08-02T00:00:00.000+00:00","2024-07-29T00:00:00.000+00:00","2024-08-02T00:00:00.000+00:00","2022-07-29T00:00:00.000+00:00","2024-08-05T12:41:23.471+00:00",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Diagnostic test|Clinical","Resolved","Recurrence of an eradicated disease"
5797,"France","FRA","Avesnes-sur-Helpe","Bluetongue virus (Inf. with) ","3","Multiple species","Virus","Cattle",0,"Farm",0,0,50.291486,4.081001,0,"2024-07-30T00:00:00.000+00:00","2024-08-05T00:00:00.000+00:00","2025-03-07T00:00:00.000+00:00","2024-07-30T00:00:00.000+00:00","2025-02-16T00:00:00.000+00:00",null,"2025-03-07T14:57:38.492+00:00",24971,311,4,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,4,1,"Diagnostic test","Stable","New strain in a zone or a compartment"
5798,"Germany","DEU","Oberderdingen","West Nile Fever ",null,"Multiple species","Virus","Accipitridae (unidentified)",1,"Backyard",0,0,49.05,8.79,1,"2024-08-01T00:00:00.000+00:00","2024-08-04T00:00:00.000+00:00","2024-09-25T00:00:00.000+00:00","2024-09-11T00:00:00.000+00:00","2024-09-25T00:00:00.000+00:00",null,"2024-11-11T14:42:36.794+00:00",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,6,1,"Diagnostic test","Resolved","First occurrence in a zone or a compartment"
5799,"Germany","DEU","Leutersdorf","West Nile Fever ",null,"Multiple species","Virus","Accipitridae (unidentified)",1,"Not applicable",0,0,50.95,14.65,1,"2024-07-29T00:00:00.000+00:00","2024-08-02T00:00:00.000+00:00","2024-10-24T00:00:00.000+00:00","2024-09-03T00:00:00.000+00:00","2024-09-06T00:00:00.000+00:00","2023-11-15T00:00:00.000+00:00","2024-11-11T15:46:00.459+00:00",9,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,6,5,"Diagnostic test","Resolved","Recurrence of an eradicated disease"
5800,"Germany","DEU","Zahna-Elster","West Nile Fever ",null,"Multiple species","Virus","Equidae",0,"Backyard",0,0,51.94,12.78,1,"2024-07-25T00:00:00.000+00:00","2024-07-30T00:00:00.000+00:00","2024-10-15T00:00:00.000+00:00","2024-10-01T00:00:00.000+00:00","2024-10-15T00:00:00.000+00:00","2023-12-07T00:00:00.000+00:00","2024-11-11T15:50:54.715+00:00",137,12,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,6,5,"Diagnostic test","Resolved","Recurrence of an eradicated disease"
5801,"Armenia","ARM","Armavir","Rabies virus (Inf. with) ",null,"Multiple species","Virus","Dogs",0,"Backyard",0,0,40.1178,43.6682,1,"2024-08-02T00:00:00.000+00:00","2024-08-03T00:00:00.000+00:00","2024-08-03T00:00:00.000+00:00","2024-08-02T00:00:00.000+00:00","2024-08-03T00:00:00.000+00:00","2024-07-25T00:00:00.000+00:00","2024-08-07T06:19:17.521+00:00",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Diagnostic test","Resolved","Recurrence of an eradicated disease"
5802,"Germany","DEU","Stralsund","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1","Aves","Virus","Wildlife (species unspecified)",1,"Zoo",0,0,54.31,13.05,1,"2024-07-23T00:00:00.000+00:00","2024-08-06T00:00:00.000+00:00","2024-11-07T00:00:00.000+00:00","2024-10-05T00:00:00.000+00:00","2024-11-07T00:00:00.000+00:00","2024-05-14T00:00:00.000+00:00","2024-11-13T08:25:05.671+00:00",802,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,"Diagnostic test","Resolved","Recurrence of an eradicated disease"
5803,"Germany","DEU","Mühlenbecker Land","West Nile Fever ",null,"Multiple species","Virus","Accipitridae (unidentified)",1,"Farm",0,0,52.63,13.37,1,"2024-08-02T00:00:00.000+00:00","2024-08-07T00:00:00.000+00:00","2024-11-01T00:00:00.000+00:00","2024-10-02T00:00:00.000+00:00","2024-11-01T00:00:00.000+00:00","2024-01-23T00:00:00.000+00:00","2024-11-11T15:01:11.032+00:00",32,5,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,6,4,"Diagnostic test","Resolved","Recurrence of an eradicated disease"
5804,"Denmark","DNK","Varde","Bluetongue virus (Inf. with) ","3","Multiple species","Virus","Camelidae",0,"Farm",0,0,55.5992,8.4349,0,"2024-07-27T00:00:00.000+00:00","2024-08-09T00:00:00.000+00:00","2024-09-16T00:00:00.000+00:00","2024-08-08T00:00:00.000+00:00","2024-09-16T00:00:00.000+00:00",null,"2024-09-16T09:26:57.234+00:00",226,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,8,2,"Clinical|Diagnostic test","Resolved","New strain in the country"
5805,"Germany","DEU","Hemsbach","African swine fever virus (Inf. with) ",null,"Suidae","Virus","Wild boar",1,"Forest",0,0,49.5998,8.6543,1,"2024-08-09T00:00:00.000+00:00","2024-08-09T00:00:00.000+00:00","2024-11-13T00:00:00.000+00:00","2024-08-09T00:00:00.000+00:00","2024-11-13T00:00:00.000+00:00","2022-08-25T00:00:00.000+00:00","2024-11-13T12:48:22.666+00:00",0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,20,1,"Clinical|Diagnostic test","Resolved","Recurrence of an eradicated disease"
5806,"Bulgaria","BGR","Vidin","Equine infectious anaemia ",null,"Equidae","Virus","Equidae",0,"Backyard",0,0,43.985195,22.8351013,1,"2024-08-06T00:00:00.000+00:00","2024-08-06T00:00:00.000+00:00","2024-08-12T00:00:00.000+00:00","2024-08-06T00:00:00.000+00:00","2024-08-12T00:00:00.000+00:00",null,"2024-08-12T11:10:38.628+00:00",8,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,8,1,"Diagnostic test","Resolved","First occurrence in a zone or a compartment"
5807,"Norway","NOR","Randaberg","Rabbit haemorrhagic disease ","RHDV2","Leporidae","Virus","Rabbits",0,"Backyard",0,0,58.9408,5.744,1,"2024-08-08T00:00:00.000+00:00","2024-08-12T00:00:00.000+00:00","2024-10-28T00:00:00.000+00:00","2024-08-08T00:00:00.000+00:00","2024-10-28T00:00:00.000+00:00","2024-06-24T00:00:00.000+00:00","2024-10-28T11:53:03.675+00:00",12,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Diagnostic test","Resolved","Recurrence of an eradicated disease"
5808,"Portugal","PRT","Coimbrão","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1","Aves","Virus","Laridae (unidentified)",1,"Not applicable",0,0,39.92703,-8.94918,0,"2024-08-05T00:00:00.000+00:00","2024-08-09T00:00:00.000+00:00","2024-08-21T00:00:00.000+00:00","2024-08-19T00:00:00.000+00:00","2024-08-21T00:00:00.000+00:00","2024-08-02T00:00:00.000+00:00","2024-10-28T22:00:20.655+00:00",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"Clinical|Diagnostic test","Resolved","Recurrence of an eradicated disease"
5810,"France","FRA","Moulins","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5 (N untyped)","Aves","Virus","Birds",0,"Farm",1,0,46.619067,2.954509,0,"2024-08-07T00:00:00.000+00:00","2024-08-12T00:00:00.000+00:00","2024-12-15T00:00:00.000+00:00","2024-11-01T00:00:00.000+00:00","2024-12-15T00:00:00.000+00:00","2024-02-16T00:00:00.000+00:00","2024-12-17T15:50:00.012+00:00",171445,141395,561,170884,0,44092,0,1,1,1,1,0,0,0,1,0,0,1,0,0,6,3,"Diagnostic test","Resolved","Recurrence of an eradicated disease"
5811,"Germany","DEU","Tessin","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1","Aves","Virus","Birds",0,"Farm",1,0,54.05,12.49,1,"2024-08-11T00:00:00.000+00:00","2024-08-12T00:00:00.000+00:00","2024-09-16T00:00:00.000+00:00","2024-08-11T00:00:00.000+00:00","2024-09-16T00:00:00.000+00:00","2024-05-14T00:00:00.000+00:00","2024-11-13T07:47:36.159+00:00",8961,1050,1050,7911,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,13,1,"Diagnostic test","Resolved","Recurrence of an eradicated disease"
5812,"Poland","POL","Halinów","West Nile Fever ",null,"Multiple species","Virus","Hooded Crow",1,"Not applicable",0,0,52.224423,21.319062,0,"2024-07-26T00:00:00.000+00:00","2024-08-12T00:00:00.000+00:00","2025-05-16T00:00:00.000+00:00","2024-09-28T00:00:00.000+00:00","2024-10-15T00:00:00.000+00:00",null,"2025-05-16T12:06:08.196+00:00",0,16,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,"Diagnostic test|Clinical","Stable","First occurrence in the country"
5813,"Korea (Rep. of)","KOR","Icheon","Lumpy skin disease virus (Inf. with) ",null,"Bovidae","Virus","Cattle",0,"Farm",0,0,37.159335,127.436501,0,"2024-08-12T00:00:00.000+00:00","2024-08-12T00:00:00.000+00:00","2024-12-23T00:00:00.000+00:00","2024-08-31T00:00:00.000+00:00","2024-12-23T00:00:00.000+00:00","2023-12-21T00:00:00.000+00:00","2025-07-17T06:01:01.750+00:00",1583,247,0,232,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,10,1,"Diagnostic test|Clinical","Resolved","Recurrence of an eradicated disease"
5814,"Tunisia","TUN","Bousalem","Lumpy skin disease virus (Inf. with) ",null,"Bovidae","Virus","Cattle",0,"Farm",0,0,36.611951,8.970229,0,"2024-07-31T00:00:00.000+00:00","2024-08-12T00:00:00.000+00:00",null,"2024-10-31T00:00:00.000+00:00","2024-12-05T00:00:00.000+00:00",null,"2025-12-26T11:07:27.189+00:00",2857,308,19,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,8,1,"Clinical|Diagnostic test","On-going","First occurrence in the country"
5815,"Ukraine","UKR","Kamians'kyi","African swine fever virus (Inf. with) ",null,"Suidae","Virus","Wild boar",1,"Forest",0,0,48.9319,32.1498,0,"2024-08-13T00:00:00.000+00:00","2024-08-13T00:00:00.000+00:00","2025-02-17T00:00:00.000+00:00","2024-11-27T00:00:00.000+00:00","2025-02-17T00:00:00.000+00:00","2024-01-23T00:00:00.000+00:00","2025-02-19T10:10:49.534+00:00",0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,10,3,"Diagnostic test","Resolved","Recurrence of an eradicated disease"
5816,"Ukraine","UKR","Kolomyis'kyi","African swine fever virus (Inf. with) ",null,"Suidae","Virus","Swine",0,"Other",0,0,48.5943,24.921,0,"2024-08-13T00:00:00.000+00:00","2024-08-14T00:00:00.000+00:00","2024-09-30T00:00:00.000+00:00","2024-08-13T00:00:00.000+00:00","2024-09-30T00:00:00.000+00:00","2024-03-18T00:00:00.000+00:00","2024-10-03T12:14:38.183+00:00",6,6,6,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,9,2,"Diagnostic test","Resolved","Recurrence of an eradicated disease"
5818,"Portugal","PRT","Chafé","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1","Aves","Virus","Birds",0,"Backyard",0,0,41.6375,-8.819083,0,"2024-08-13T00:00:00.000+00:00","2024-08-14T00:00:00.000+00:00","2024-08-16T00:00:00.000+00:00","2024-08-13T00:00:00.000+00:00","2024-08-16T00:00:00.000+00:00","2024-07-26T00:00:00.000+00:00","2024-10-28T21:59:22.993+00:00",100,80,60,40,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,7,1,"Diagnostic test","Resolved","Recurrence of an eradicated disease"
5819,"Ukraine","UKR","Petrivs'kyi","African swine fever virus (Inf. with) ",null,"Suidae","Virus","Swine",0,"Backyard",0,0,48.3426,33.4696,0,"2024-08-15T00:00:00.000+00:00","2024-08-16T00:00:00.000+00:00","2024-12-16T00:00:00.000+00:00","2024-11-02T00:00:00.000+00:00","2024-12-16T00:00:00.000+00:00","2024-05-08T00:00:00.000+00:00","2024-12-19T08:31:21.340+00:00",59,35,19,40,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,9,5,"Diagnostic test","Resolved","Recurrence of an eradicated disease"
5820,"Mexico","MEX","Tepatitlán de Morelos","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1","Aves","Virus","Northern Pintail",1,"Other",0,0,20.936981,-102.69036,0,"2024-07-26T00:00:00.000+00:00","2024-08-16T00:00:00.000+00:00",null,"2025-11-05T00:00:00.000+00:00","2025-11-26T00:00:00.000+00:00","2024-01-30T00:00:00.000+00:00","2026-02-04T17:05:55.432+00:00",0,11,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,9,10,"Clinical|Diagnostic test","On-going","Recurrence of an eradicated strain"
5821,"Denmark","DNK","Lolland","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1","Aves","Virus","Mute Swan",1,"Not applicable",0,0,54.5994,11.4861,0,"2024-08-12T00:00:00.000+00:00","2024-08-16T00:00:00.000+00:00","2024-08-18T00:00:00.000+00:00","2024-08-18T00:00:00.000+00:00","2024-08-18T00:00:00.000+00:00","2024-04-03T00:00:00.000+00:00","2024-09-16T09:14:59.651+00:00",0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Diagnostic test","Resolved","Recurrence of an eradicated strain"
5822,"Thailand","THA","Yom","Lumpy skin disease virus (Inf. with) ",null,"Bovidae","Virus","Cattle",0,"Village",0,0,19.087093,100.914019,0,"2024-07-15T00:00:00.000+00:00","2024-07-23T00:00:00.000+00:00","2024-08-18T00:00:00.000+00:00","2024-07-18T00:00:00.000+00:00","2024-08-18T00:00:00.000+00:00","2024-01-09T00:00:00.000+00:00","2024-09-03T08:48:19.020+00:00",5,2,0,0,0,45,1,1,0,1,0,0,0,1,1,1,0,0,0,0,7,1,"Diagnostic test|Clinical","Resolved","Recurrence of an eradicated disease"
5823,"Montenegro","MNE","Danilovgrad","Coxiella burnetii (Q fever) (Inf. with)",null,"Multiple species","Bacterium","Cattle",0,"Farm",0,0,42.5511,19.1219,1,"2024-07-19T00:00:00.000+00:00","2024-07-19T00:00:00.000+00:00","2025-05-20T00:00:00.000+00:00","2024-07-19T00:00:00.000+00:00","2025-05-20T00:00:00.000+00:00","2013-05-15T00:00:00.000+00:00","2025-05-20T07:17:26.048+00:00",81,27,0,27,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,4,1,"Diagnostic test","Stable","Recurrence of an eradicated disease"
5825,"Greece","GRC","Rigas Feraios","Sheep pox and goat pox ",null,"Caprinae","Virus","Goats",0,"Farm",0,0,39.459521,22.8629355,0,"2024-08-19T00:00:00.000+00:00","2024-08-20T00:00:00.000+00:00","2025-10-07T00:00:00.000+00:00","2025-06-05T00:00:00.000+00:00","2025-07-01T00:00:00.000+00:00","2024-07-01T00:00:00.000+00:00","2025-07-01T10:54:47.701+00:00",96,3,0,96,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,8,1,"Diagnostic test","Resolved","Recurrence of an eradicated disease"
5826,"Gabon","GAB","Sébé-Brikolo","Peste des petits ruminants virus (Inf. with) ",null,"Caprinae","Virus","Sheep",0,"Farm",0,0,-0.6563,13.6829,1,"2024-07-19T00:00:00.000+00:00","2024-07-26T00:00:00.000+00:00","2025-01-09T00:00:00.000+00:00","2024-07-19T00:00:00.000+00:00","2025-01-09T00:00:00.000+00:00","2011-11-21T00:00:00.000+00:00","2025-01-09T11:56:38.167+00:00",58,37,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,"Diagnostic test","Resolved","Recurrence of an eradicated disease"
5827,"Bulgaria","BGR","Zavet","Anthrax ",null,"Multiple species","Bacterium","Sheep",0,"Backyard",0,0,43.7583,26.5963,0,"2024-08-19T00:00:00.000+00:00","2024-08-19T00:00:00.000+00:00","2024-08-23T00:00:00.000+00:00","2024-08-19T00:00:00.000+00:00","2024-08-23T00:00:00.000+00:00",null,"2025-03-04T08:01:09.721+00:00",37,1,1,0,0,36,0,1,0,1,0,0,1,1,0,0,0,1,0,0,5,1,"Diagnostic test","Resolved","First occurrence in a zone or a compartment"
5828,"Norway","NOR","Hareid","Gyrodactylus salaris (Inf. with)",null,"Diseases of fish","Parasite","Atlantic salmon",1,"River system",0,1,62.632466,8.815041,1,"2020-12-10T00:00:00.000+00:00","2020-12-10T00:00:00.000+00:00","2024-08-22T00:00:00.000+00:00","2020-12-10T00:00:00.000+00:00","2020-12-31T00:00:00.000+00:00","2015-02-10T00:00:00.000+00:00","2024-08-22T09:46:24.938+00:00",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,5,2,"Diagnostic test","Stable","Recurrence"
5829,"Norway","NOR","Vestre Toten","Gyrodactylus salaris (Inf. with)",null,"Diseases of fish","Parasite","Atlantic salmon",1,"River system",0,1,59.82094,9.898387,1,"2020-12-10T00:00:00.000+00:00","2020-12-10T00:00:00.000+00:00","2024-08-22T00:00:00.000+00:00","2020-12-10T00:00:00.000+00:00","2020-12-31T00:00:00.000+00:00","2015-02-10T00:00:00.000+00:00","2024-08-22T09:48:59.956+00:00",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,4,2,"Diagnostic test","Stable","Recurrence"
5830,"Ukraine","UKR","Korostens'kyi","African swine fever virus (Inf. with) ",null,"Suidae","Virus","Wild boar",1,"Forest",0,0,50.8718,28.6455,0,"2024-08-19T00:00:00.000+00:00","2024-08-20T00:00:00.000+00:00","2024-09-30T00:00:00.000+00:00","2024-08-19T00:00:00.000+00:00","2024-09-30T00:00:00.000+00:00","2024-07-22T00:00:00.000+00:00","2024-10-17T12:06:34.196+00:00",0,10,10,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,8,1,"Diagnostic test","Resolved","Recurrence of an eradicated disease"
5831,"Germany","DEU","Güstrow-Land","West Nile Fever ",null,"Multiple species","Virus","Equidae",0,"Backyard",0,0,53.76,12.05,1,"2024-08-03T00:00:00.000+00:00","2024-08-06T00:00:00.000+00:00","2024-09-06T00:00:00.000+00:00","2024-08-27T00:00:00.000+00:00","2024-09-06T00:00:00.000+00:00","2022-09-15T00:00:00.000+00:00","2024-11-11T15:12:16.688+00:00",3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,6,3,"Diagnostic test","Resolved","Recurrence of an eradicated disease"
